shp_md_gl_account_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_gl_account_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_0GL_ACCOUNT_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2C	T-pisquare-master		SHIP - Master Data	MD	G/L Account	T	ZITSDE008	0GL_ACCOUNT_TEXT	7	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_gl_account_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_move_type_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_move_type_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_3_0MOVE_TYPE_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	OD	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_3_0MOVE_TYPE_ATTR_20140807_152711.csv	SHIP - Master Data	MD	Movement Type	A	ZATSDE038	0MOVE_TYPE_ATTR	5	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_move_type_attr	hadoop fs -moveFromLocal SHP_MD_3_0MOVE_TYPE_ATTR_20140807_152711.csv /group/pisquare/raw/master
shp_md_move_type_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_move_type_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_3_0MOVE_TYPE_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	OD	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_3_0MOVE_TYPE_TEXT_20140807_152715.csv	SHIP - Master Data	MD	Movement Type	T	ZITSDE038	0MOVE_TYPE_TEXT	5	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_move_type_text	hadoop fs -moveFromLocal SHP_MD_3_0MOVE_TYPE_TEXT_20140807_152715.csv /group/pisquare/raw/master
shp_md_profit_ctr_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_profit_ctr_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_0PROFIT_CTR_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_2_0PROFIT_CTR_ATTR_20140807_152636.csv	SHIP - Master Data	MD	Profit Center	A	ZIASDE012	0PROFIT_CTR_ATTR	10	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_profit_ctr_attr	hadoop fs -moveFromLocal SHP_MD_2_0PROFIT_CTR_ATTR_20140807_152636.csv /group/pisquare/raw/master
shp_md_profit_ctr_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_profit_ctr_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_0PROFIT_CTR_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_2_0PROFIT_CTR_TEXT_20140807_152649.csv	SHIP - Master Data	MD	Profit Center	T	ZITSDE012	0PROFIT_CTR_TEXT	10	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_profit_ctr_text	hadoop fs -moveFromLocal SHP_MD_2_0PROFIT_CTR_TEXT_20140807_152649.csv /group/pisquare/raw/master
shp_md_segment_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_segment_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_0SEGMENT_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2C	T-pisquare-master		SHIP - Master Data	MD	Segment for Segmental Reporting	T	ZITSDE013	0SEGMENT_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_segment_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycaltacc1_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycaltacc1_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCALTACC1_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Alternative Account CoA	A	ZIASDE014	YCALTACC1_ATTR	7	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycaltacc1_attr	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycaltacc1_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycaltacc1_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCALTACC1_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Alternative Account CoA	T	ZITSDE014	YCALTACC1_TEXT	7	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycaltacc1_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_yccompacc_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_yccompacc_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCCOMPACC_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2C	T-pisquare-master		SHIP - Master Data	MD	Operational Account	A	ZIASDE015	YCCOMPACC_ATTR	15	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_yccompacc_attr	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycgaapdif_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycgaapdif_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_3_YCGAAPDIF_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	OD	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Gaap difference justification	T	ZITSDE041	YCGAAPDIF_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycgaapdif_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycgaccmap_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycgaccmap_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_1_YCGACCMAP_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	D	F	no	no		pisquare	1.1	2C	T-pisquare-master		SHIP - Master Data	MD	Group - Operational CoA	A	ZIASDE051	YCGACCMAP_ATTR	5	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycgaccmap_attr	hadoop fs -moveFromLocal  /group/pisquare/raw/master
